FID,name,tourism,longitude,latitude,Province
0,Donsol Dock,attraction,123.5780029,12.9229002,Sorsogon
1,Waterfall,attraction,123.5130005,12.9786997,Sorsogon
2,Chinatown Arch,attraction,120.9769974,14.5966997,Metro Manila
3,Taal Volcano,attraction,120.9990005,14.0075998,Batangas
4,Maquinit Hot Springs,attraction,120.2279968,11.9916,Palawan
5,Makinit Hot Springs,attraction,119.4469986,11.2898998,Palawan
6,Hinulugang Taktak,attraction,121.1679993,14.5945997,Rizal
7,Hinagdanan Cave,attraction,123.8010025,9.6254597,Bohol
8,Japanese Garden,attraction,121.5110016,14.2835999,Laguna
9,Casino Filipino Davao,attraction,125.6419983,7.1036701,Davao del Sur
10,Asia's Largest Balete Tree,attraction,121.4769974,15.7697001,Aurora
11,Crosby Park,attraction,120.6449966,16.3638,Benguet
12,Giselle Beach Haus,attraction,121.973999,12.2596998,Romblon
13,Ilog Maria,attraction,120.9680023,14.1892004,Cavite
14,Bunga Falls,attraction,121.3980026,14.1449003,Laguna
15,Boat Station 1,attraction,121.9219971,11.9643002,Aklan
16,Sugong Hanging Coffins Viewpoint,attraction,120.901001,17.0736008,Mountain Province
17,Lourdes Grotto Baguio,attraction,120.5810013,16.4095993,Benguet
18,Wright Park,attraction,120.6190033,16.4155006,Benguet
19,Good Shepherd Convent,attraction,120.6259995,16.4223003,Benguet
20,Tarsier Sanctuary,attraction,123.9530029,9.6911898,Bohol
21,ROCK,attraction,123.2630005,10.4988003,Negros Occidental
22,"Shrine of Our Lady, Mother of Fair Love",attraction,121.0220032,14.1415997,Cavite
23,Riverford Nature Park,attraction,125.5199966,7.09407,Davao del Sur
24,Fertility Tree,attraction,121.2429962,14.1597996,Laguna
25,Natalio Enriquez House,attraction,121.5240021,13.9633999,Quezon
26,Gala-Rodriguez Ancestral House,attraction,121.5250015,13.9619999,Quezon
27,Mitra Ranch,attraction,118.7350006,9.8116503,Palawan
28,Dao sa SU,attraction,121.2409973,14.1630001,Laguna
29,Daylight Hole,attraction,118.8949966,10.1577997,Palawan
30,Tamesis Tree,attraction,121.2360001,14.1567001,Laguna
31,Mcarthur Field,attraction,124.8499985,8.3936796,Bukidnon
32,Balete Tree,attraction,123.439003,10.4612999,Negros Occidental
33,Bird Sanctuary,attraction,124.0240021,10.2444,Cebu
34,Mangroves,attraction,124.5449982,11.4769001,Biliran
35,Peace Bell,attraction,121.0490036,14.6503,Metro Manila
36,The Glass Garden,attraction,121.0820007,14.6192999,Metro Manila
37,Flat Rocks,attraction,121.2300034,14.1476002,Laguna
38,Kuhala Bay Resort,attraction,121.2289963,14.4706001,Laguna
39,Taiei Maru,attraction,119.9700012,12.0176001,Palawan
40,Teru Kaze,attraction,120.0800018,11.9742002,Palawan
41,Kogyo,attraction,120.0400009,11.9799995,Palawan
42,Olympia,attraction,120.060997,11.9712,Palawan
43,Irako,attraction,120.0400009,11.9678001,Palawan
44,Akitsushima,attraction,119.973999,11.9870996,Palawan
45,Lusong gunboat,attraction,120.0240021,11.9708996,Palawan
46,Nayong Pilipino,attraction,120.5289993,15.2025995,Pampanga
47,Expo Pilipino,attraction,120.5279999,15.2047997,Pampanga
48,The Water Park,attraction,120.5110016,15.1941996,Pampanga
49,Buho Rock,attraction,124.401001,10.6285,Cebu
50,Kapok Tree,attraction,121.2409973,14.1639004,Laguna
51,Sagbayan Peak,attraction,124.072998,9.9275303,Bohol
52,Calijon Waterfall,attraction,121.1179962,14.0447998,Batangas
53,Marabut Xtreme Experience,attraction,125.1819992,11.1969995,Samar
54,Makiling Botanic Gardens,attraction,121.2340012,14.1567001,Laguna
55,Salakot Waterfall,attraction,118.5220032,9.7025995,Palawan
56,Kalayaan Twin Falls,attraction,121.4820023,14.3212996,Laguna
57,Dasmariñas City Welcome Arch,attraction,120.9290009,14.2917004,Cavite
58,Riverstone Castle,attraction,123.5830002,9.8882904,Cebu
59,WINACA,attraction,120.6309967,16.4848003,Benguet
60,Mud Springs,attraction,121.2210007,14.1365995,Laguna
61,National Arts Center,attraction,121.2160034,14.1629,Laguna
62,Lantaw Bukid,attraction,125.473999,7.1464801,Davao del Sur
63,Baluarte,attraction,120.3769989,17.5508003,Ilocos Sur
64,Flower Clock,attraction,120.9800034,14.5832996,Metro Manila
65,Halamanang Pilipino,attraction,120.9820023,14.5854998,Metro Manila
66,Wheel of Fate,attraction,121.0950012,14.2825003,Laguna
67,Lost Eden,attraction,121.0210037,14.4624996,Metro Manila
68,Falsabraga de Media Naranja,attraction,120.9700012,14.5952997,Metro Manila
69,Mahabang Buhangin,attraction,122.939003,14.4765997,Camarines Norte
70,Paracale Senior Citizens' Center,attraction,122.7809982,14.2727003,Camarines Norte
71,United Paragon Mining Corp,attraction,122.7990036,14.2880001,Camarines Norte
72,Gen-Taurus Tailoring Shop,attraction,120.9560013,14.2982998,Cavite
73,Air Gym Fitness Center,attraction,120.9550018,14.2983999,Cavite
74,Floro BluePrinting,attraction,120.9550018,14.2996998,Cavite
75,Balangay Boats Dock Site,attraction,120.9800034,14.5572004,Metro Manila
76,Galerian Ferry,attraction,120.9029999,13.5057001,Oriental Mindoro
77,Statue of David,attraction,125.5839996,7.0415001,Davao del Sur
78,Hardin Sang Balo,attraction,123.1380005,10.4497995,Negros Occidental
79,Sto.Nino Shrine,attraction,125.0019989,11.2358999,Leyte
80,The Old Corregidor Flagpole,attraction,120.5749969,14.3796997,Bataan
81,East Entrance,attraction,120.5920029,14.3885002,Bataan
82,Senior Officers Family Quarters Row,attraction,120.5739975,14.3793001,Bataan
83,West Entrance,attraction,120.5899963,14.3877001,Bataan
84,Campanario de Dumaguete,attraction,123.3079987,9.3049498,Negros Oriental
85,Aloha House,attraction,118.7350006,9.8062401,Palawan
86,Donsol Visitor Center,attraction,123.5780029,12.9231005,Sorsogon
87,Hagimit Falls,attraction,125.7229996,7.0666399,Davao del Norte
88,Zip City,attraction,125.5690002,7.09091,Davao del Sur
89,Japanese Cave House,attraction,125.6959991,7.1765099,Davao del Norte
90,Ruby Jar Factory (Burnay/Pottery),attraction,120.3830032,17.5711994,Ilocos Sur
91,Yellow Submarine,attraction,120.3769989,17.5510998,Ilocos Sur
92,tigers,attraction,120.375,17.5519009,Ilocos Sur
93,snake,attraction,120.3769989,17.5513992,Ilocos Sur
94,Paintball Republic (Wall Climb),attraction,120.612999,16.3995991,Benguet
95,Horse-Back Ride (Kabadjo Handlers),attraction,120.612999,16.3987007,Benguet
96,Lost Cemetery,attraction,120.6169968,16.3992996,Benguet
97,P.A.F. Jet Fighter,attraction,120.6190033,16.3603992,Benguet
98,Cadet Circle,attraction,120.6279984,16.3715,Benguet
99,Air Plane,attraction,120.6190033,16.3602009,Benguet
100,The Long Gray Line (Graduate's Class Seals),attraction,120.6200027,16.3609009,Benguet
101,Kiosk '55,attraction,120.6200027,16.3596992,Benguet
102,Propeller Blade,attraction,120.6200027,16.3610001,Benguet
103,Tree House - P.M.A.,attraction,120.6190033,16.3595009,Benguet
104,Wishing Well 63,attraction,120.6220016,16.3663998,Benguet
105,Huey Helicopter,attraction,120.6190033,16.3602009,Benguet
106,Enchanted River,attraction,126.3550034,8.4588299,Surigao del Sur
107,Tinuy-an Falls,attraction,126.2279968,8.1719904,Agusan del Sur
108,Paintball Republic,attraction,120.612999,16.3999996,Benguet
109,Cape Engaño Lighthouse,attraction,122.1380005,18.5799007,Cagayan
110,The Site Arcade,attraction,125.6090012,7.0782399,Davao del Sur
111,Bukilat Cave,attraction,124.5149994,10.6597004,Cebu
112,Philippine Science Centrum,attraction,121.0810013,14.6294003,Metro Manila
113,Casa Residencia,attraction,123.4169998,8.6680498,Zamboanga del Norte
114,Rizal Shrine,attraction,123.4169998,8.6671104,Zamboanga del Norte
115,Casa Redonda,attraction,123.4169998,8.6674099,Zamboanga del Norte
116,Casa Cuadrado,attraction,123.4160004,8.6673698,Zamboanga del Norte
117,Mi Retiro Rock,attraction,123.4160004,8.6671896,Zamboanga del Norte
118,Punto Del Desembarco De Rizal,attraction,123.4189987,8.6563301,Zamboanga del Norte
119,Death Site of Del Pilar,attraction,120.6269989,17.1417999,Ilocos Sur
120,Pagsanjan Falls,attraction,121.5,14.2625999,Laguna
121,White Hut Resort,attraction,124.5439987,7.2001801,Cotabato
122,Kutawato Cave,attraction,124.2419968,7.2199602,Maguindanao
123,Cebu Zoo,attraction,123.8850021,10.3374996,Cebu
124,Shiphaus,attraction,124.1490021,9.7824602,Bohol
125,Bacong Treehouse,attraction,123.2969971,9.2445602,Negros Oriental
126,Maria Cristina Falls,attraction,124.1949997,8.1832304,Lanao del Norte
127,Tinago Falls,attraction,124.185997,8.1592102,Lanao del Norte
128,Loon Macaques,attraction,123.836998,9.8590498,Bohol
129,Perya,attraction,121.0930023,14.6380997,Metro Manila
130,Timmangtang Rock,attraction,120.8710022,18.6084995,Ilocos Norte
131,Rajah Sikatuna Protected Landscape Nature Center,attraction,124.1240005,9.7054596,Bohol
132,Historic Fort Bonifacio Tunnel Outlet (Amapola),attraction,121.0579987,14.5488997,Metro Manila
133,Lourdes Grotto,attraction,121.9250031,13.2777996,Marinduque
134,Mall of Asia Eye,attraction,120.9789963,14.5328999,Metro Manila
135,Bolinao Waterfalls,attraction,119.8649979,16.3078003,Pangasinan
136,Las Piñas Bamboo Organ,attraction,120.9810028,14.4812002,Metro Manila
137,Tukuran falls,attraction,120.973999,13.4335003,Oriental Mindoro
138,Valencia Pottery,attraction,124.189003,9.6104803,Bohol
139,Manaba River,attraction,124.3000031,9.6157799,Bohol
140,Salas Ancestral House,attraction,124.3690033,9.6519604,Bohol
141,Inang-angan Stone Stairway,attraction,123.7910004,9.8000898,Bohol
142,Ilijan Hill and Man Made Lagoon,attraction,123.9420013,9.9133902,Bohol
143,Bayongan Dam Viewing Deck,attraction,124.3539963,9.9548798,Bohol
144,Bayongan Manmade Lake,attraction,124.3539963,9.9544096,Bohol
145,Camanaga Side of Bayongan Dam,attraction,124.3420029,9.9524803,Bohol
146,Masanao Hills,attraction,124.3130035,10.0009003,Bohol
147,Batungay Twin Peak,attraction,124.3099976,10.0382004,Bohol
148,Garcia Hilltop,attraction,124.314003,10.0007,Bohol
149,Clarin Mangrove Eco-tour,attraction,124.0220032,9.9672203,Bohol
150,Baluarte,attraction,123.7600021,9.8895597,Bohol
151,Farm on the Rocks,attraction,123.7929993,9.8441601,Bohol
152,Mount Tanawan,attraction,123.8099976,9.7817497,Bohol
153,Samantha Python,attraction,123.8349991,9.7437096,Bohol
154,Mag-Aso Falls,attraction,123.9110031,9.7845898,Bohol
155,Padhan Hills;Old Maribojoc Port,attraction,123.8389969,9.7360802,Bohol
156,Bilar River,attraction,124.1070023,9.7158203,Bohol
157,Ricefields of Batuan,attraction,124.1419983,9.77071,Bohol
158,Chocolate Hills Complex,attraction,124.1669998,9.79881,Bohol
159,MacArthur's Cap,attraction,124.1419983,9.59902,Bohol
160,Mansasa Seaside,attraction,123.8659973,9.6336098,Bohol
161,Camangcamang Sand Bar,attraction,124.4840012,10.2901001,Bohol
162,Underwater Bridge,attraction,124.4860001,10.3115997,Bohol
163,Underwater Grotto,attraction,124.4970016,10.3081999,Bohol
164,Underwater Image of Sto Nino,attraction,124.5080032,10.3023005,Bohol
165,Underwater Image of Sto Nino,attraction,124.4810028,10.3065996,Bohol
166,Ikaduha Fish Sanctuary (2nd Shoal),attraction,122.512001,12.5166998,Romblon
167,Lambingan Falls,attraction,122.5780029,12.4911003,Romblon
168,Natural Pool (Pawala River),attraction,122.5370026,12.4898005,Romblon
169,Magdiwang Boat Ride,attraction,122.5179977,12.4916,Romblon
170,Looc Fish Sanctuary,attraction,121.9830017,12.2461004,Romblon
171,Kaybiang Tunnel West-Side Entrance,attraction,120.6320038,14.2339001,Cavite
172,Lourdes Groto,attraction,123.6119995,12.9379997,Sorsogon
173,Songsong Ruins,attraction,121.9540024,20.3570004,Batanes
174,Novita House,attraction,121.9720001,20.4493008,Batanes
175,San Benon Hot Spring,attraction,124.026001,12.7313004,Sorsogon
176,Parang Beach Resort,attraction,121.2149963,13.4137001,Oriental Mindoro
177,Kaybiang Tunnel East-Side Entrance,attraction,120.6340027,14.2341995,Cavite
178,Garin Farm,attraction,122.1399994,10.5959997,Iloilo
179,Hoyop Hoyopan Cave,attraction,123.6559982,13.1206999,Albay
180,Coral Gardens,attraction,120.0130005,11.9809999,Palawan
181,Siete Pecados,attraction,120.2300034,11.9837999,Palawan
182,Whale Shark Watching,attraction,123.3820038,9.4627504,Cebu
183,Dau Falls,attraction,123.322998,9.5417204,Cebu
184,Tamaraw Falls,attraction,120.9909973,13.4500999,Oriental Mindoro
185,Hanging Bridge,attraction,120.9909973,13.4145002,Oriental Mindoro
186,Guadalupe Reef,attraction,123.375,10.4495001,Negros Occidental
187,Osmol Reef,attraction,123.427002,10.4791002,Negros Occidental
188,San Antonio Reef,attraction,123.3909988,10.4574003,Negros Occidental
189,San Carlos City Agri-Center,attraction,123.3840027,10.4940004,Negros Occidental
190,Tak Tak Falls,attraction,126.0429993,10.0342999,Surigao del Norte
191,Station-1 Tagaytay Zipline Picnic Grove,attraction,121,14.1244001,Cavite
192,Caliraya Slip n Slide,attraction,121.4980011,14.3002005,Laguna
193,Caliraya Wall Climbing,attraction,121.4980011,14.3003998,Laguna
194,Obstacle Course,attraction,121.4980011,14.3009996,Laguna
195,Rainbow Pass,attraction,121.4980011,14.2995996,Laguna
196,Steam Stone,attraction,120.9990005,14.0188999,Batangas
197,Dancing Fountain,attraction,120.9789963,14.5829,Metro Manila
198,Tagaytay Farm Hills,attraction,120.9929962,14.1513004,Cavite
199,Food Lab (Bayani Brew),attraction,121.0090027,14.9247999,Bulacan
200,Red Carpet Sewing Station,attraction,121.0090027,14.9251003,Bulacan
201,Pambansang Baboy Project,attraction,121.0080032,14.9247999,Bulacan
202,Duck Hut (Golden Egg),attraction,121.0090027,14.9247999,Bulacan
203,Souvenir Shop,attraction,121.0080032,14.9244003,Bulacan
204,Overview Nature And Culture Park,attraction,125.1480026,7.6025,Bukidnon
205,Bamboo Palace,attraction,121.0080032,14.9271002,Bulacan
206,Old Balete Tree,attraction,123.5749969,9.1209402,Siquijor
207,Mother Falls,attraction,121.4779968,15.6745996,Aurora
208,Diaz Ancestral Home,attraction,120.5199966,18.0587997,Ilocos Norte
209,Butterfly Sanctuary,attraction,123.8649979,10.2909002,Cebu
210,Tam-Awan Village,attraction,120.5759964,16.4295998,Benguet
211,Silver Surfer Station,attraction,120.6190033,16.3976002,Benguet
212,Skywalk,attraction,120.6200027,16.3980999,Benguet
213,Superman Ride (Zip Line),attraction,120.6200027,16.3985996,Benguet
214,Target Shooting,attraction,120.612999,16.3999996,Benguet
215,Underground River,attraction,118.9260025,10.1989002,Palawan
216,Ignatius Park,attraction,123.1839981,13.6309004,Camarines Sur
217,Busay Falls,attraction,123.7350006,13.3077002,Albay
218,Dunsulan Falls,attraction,120.4929962,14.6147003,Bataan
219,Mini Zip Line,attraction,121.0820007,14.2454996,Laguna
220,Landing Area,attraction,120.2259979,11.9579,Palawan
221,Fish Feeding ponton,attraction,118.7669983,9.87463,Palawan
222,Filipino-American-Japanese Amity Shrine,attraction,123.2099991,9.2970695,Negros Oriental
223,Luyang Cave,attraction,124.1340027,13.6043997,Catanduanes
224,Kawasan Falls,attraction,123.3740005,9.802,Cebu
225,Sagpolon Falls,attraction,124.814003,8.6238804,Misamis Oriental
226,Sagada Pottery,attraction,120.8960037,17.0870991,Mountain Province
227,Culajao Mangrove Ecopark,attraction,122.7890015,11.5964003,Capiz
228,Magnetic Hill,attraction,121.2200012,14.1639004,Laguna
229,Southpick Resort,attraction,121.112999,14.3241997,Laguna
230,Nagkalit-Kalit Waterfalls,attraction,119.4459991,11.2517004,Palawan
231,Pulong Bato,attraction,120.5889969,14.5885,Bataan
232,Fish Feeding Area,attraction,120.6009979,14.1927004,Batangas
233,Pongas Falls,attraction,120.8899994,17.0468006,Mountain Province
234,Kapurpurawan Rock Formation,attraction,120.6539993,18.5387993,Ilocos Norte
235,Kaman Utek,attraction,120.9219971,17.0538006,Mountain Province
236,Tumalog Waterfalls,attraction,123.3690033,9.4858799,Cebu
237,Douglas McArthur Vehicle,attraction,121.5619965,15.7601004,Aurora
238,Manuel Quezon Vehicle,attraction,121.5619965,15.7586002,Aurora
239,Ermita Hill,attraction,121.5810013,15.7545004,Aurora
240,Davao Oriental Pictorial Site,attraction,125.9520035,7.07725,Davao Oriental
241,Healers Festival,attraction,123.5849991,9.1903601,Siquijor
242,Healers,attraction,123.5839996,9.1901197,Siquijor
243,Lukso,attraction,122.9380035,14.4864998,Camarines Norte
244,Hanging Coffins,attraction,120.9059982,17.0809994,Mountain Province
245,Racuh a Idi,attraction,121.9690018,20.3953991,Batanes
246,Hidden Beach,attraction,123.5619965,10.2409,Cebu
247,Basura Garden,attraction,122.3820038,11.5557003,Aklan
248,Hilltop Garden,attraction,122.3919983,11.5657997,Aklan
249,Bakhawan Ecopark,attraction,122.3860016,11.7180996,Aklan
250,Meyto Shrine,attraction,120.7289963,14.8841,Pampanga
251,Miagao Rice Terraces,attraction,122.1470032,10.7118998,Iloilo
252,Kalayaan Tree,attraction,120.8119965,14.8430004,Bulacan
253,Hindang Falls,attraction,124.3420029,8.3066902,Lanao del Norte
254,Timbac Mummy Caves,attraction,120.7969971,16.6504993,Benguet
255,Dodiongan Falls,attraction,124.3130035,8.2720404,Lanao del Norte
256,Old Malolos Bridge,attraction,120.810997,14.8438997,Bulacan
257,Dasmariñas City Welcome Arch,attraction,120.9690018,14.2629004,Cavite
258,10 Commandments Tablet,attraction,120.5859985,16.4041004,Benguet
259,Can-Umantad Falls,attraction,124.4199982,9.8301601,Bohol
260,Cadapdapan Rice Terraces,attraction,124.4209976,9.8297005,Bohol
261,Canawa Cold Spring,attraction,124.427002,9.83846,Bohol
262,Bolinao Rock Formation,attraction,119.7829971,16.3178005,Pangasinan
263,Cabo Beach Resort,attraction,120.2399979,11.9961996,Palawan
264,Kayangan Lake,attraction,120.2259979,11.9572001,Palawan
265,Barracuda Lake,attraction,120.2180023,11.9559002,Palawan
266,Twin Lagoon.bit crowded,attraction,120.2099991,11.9477997,Palawan
267,Twin Peaks,attraction,120.211998,11.9540005,Palawan
268,Coral Garden,attraction,120.1910019,11.9371004,Palawan
269,Sangat Island Hot spring,attraction,120.0660019,11.9754,Palawan
270,Makban CleanEnergy Center,attraction,121.2129974,14.0902004,Laguna
271,Abandon Pearl Farm and private property,attraction,120.0230026,11.9912004,Palawan
272,North Entrance,attraction,120.5910034,14.3896999,Bataan
273,Battery Ramsay,attraction,120.5810013,14.3816004,Bataan
274,JEST Camp,attraction,120.2939987,14.7921,Bataan
275,Spanish Lighthouse Complex,attraction,120.5759964,14.3796997,Bataan
276,Cal-apog Beach,attraction,124.8919983,11.7510004,Samar
277,Payao Beach,attraction,124.8610001,11.8041,Samar
278,Buri Island Villas,attraction,124.8339996,11.7955999,Samar
279,Buri White Sand Beach,attraction,124.8310013,11.7995996,Samar
280,Seaside Pensione Resort,attraction,124.8610001,11.7905998,Samar
281,Bohol Python Wildlife Park,attraction,123.939003,9.6144304,Bohol
282,Firefly Watching,attraction,124.0100021,9.6020403,Bohol
283,Mag Aso Falls,attraction,122.8929977,9.9006901,Negros Occidental
284,Maribina WaterFalls,attraction,124.2710037,13.6013002,Catanduanes
285,Hinayagan Cave,attraction,126.3209991,8.2995195,Surigao del Sur
286,Puerta de Almacenes,attraction,120.9720001,14.5942001,Metro Manila
287,National Wildlife Rescue and Research Center,attraction,121.0459976,14.6507998,Metro Manila
288,Fishing village,attraction,121.0419998,14.6505003,Metro Manila
289,Garden Maze,attraction,120.2890015,14.7727003,Bataan
290,Bats,attraction,120.2720032,14.7877998,Bataan
291,Iguid Beach Resort,attraction,124.836998,11.8284998,Samar
292,Calauit Safari Park,attraction,119.8850021,12.2776003,Palawan
293,Maquinit Hot Spring,attraction,119.913002,12.2011003,Palawan
294,Maribago Tours,attraction,124,10.2831001,Cebu
295,Mainit Hot Springs,attraction,123.6009979,10.1318998,Cebu
296,Moalboal Orchid Gallery,attraction,123.3980026,9.9413605,Cebu
297,Mantayupan Falls,attraction,123.5360031,10.1008997,Cebu
298,Aguinid Falls,attraction,123.302002,9.5065899,Cebu
299,House of Frida,attraction,122.961998,10.6803999,Negros Occidental
300,Daku Balay,attraction,122.9530029,10.6698999,Negros Occidental
301,Masaplod Norte Stingray sanctuary,attraction,123.2549973,9.17945,Negros Oriental
302,Frank's Place,attraction,123.2580032,9.1833601,Negros Oriental
303,Masaplod Norte Townhouse,attraction,123.2570038,9.1816196,Negros Oriental
304,Pixie Forest,attraction,121.0410004,14.4162998,Metro Manila
305,Steaming Sulfur Ground,attraction,123.1989975,9.3131905,Negros Oriental
306,Casaroro Falls,attraction,123.2050018,9.2786398,Negros Oriental
307,Lake Kabalin-an,attraction,123.1790009,9.3648996,Negros Oriental
308,Mud-Crab & Takla Community Culture,attraction,123.9059982,9.91922,Bohol
309,Mount Hamiguitan World Heritage Park,attraction,126.1409988,6.7344799,Davao Oriental
310,Kapay-aw Rice Terraces,attraction,120.8990021,17.0683994,Mountain Province
311,Banaue Rice Terraces View Deck,attraction,121.0579987,16.9354992,Ifugao
312,Sta. Fe Forest Park,attraction,120.9469986,16.1755009,Nueva Vizcaya
313,Kawayanan,attraction,123.7630005,9.5478401,Bohol
314,Locsin Pilinuts,attraction,123.7320023,13.1391001,Albay
315,Waterfalls,attraction,123.197998,10.3458004,Negros Oriental
316,Aliwagwag Falls Eco Park,attraction,126.3010025,7.7403002,Davao Oriental
317,Bucalan Hot Spring,attraction,123.2330017,10.3282003,Negros Oriental
318,Rurungan  Weaving Center,attraction,118.7369995,9.7667398,Palawan
319,Puting Buhangin,attraction,125.9319992,8.6066999,Agusan del Sur
320,Awao Falls 2 and 3,attraction,125.9800034,7.9411702,Compostela Valley
321,Tugonan Falls,attraction,126.163002,9.2512598,Surigao del Sur
322,Fort of San Pedro,attraction,123.9059982,10.2925997,Cebu
323,Tamulaya water fall,attraction,121.9319992,14.7730999,Quezon
324,Elephant Cave,attraction,118.8690033,10.1419001,Palawan
325,Cowrie Island sign,attraction,118.7679977,9.8399,Palawan
326,Pilwak Beach and Shades,attraction,124.7900009,8.8790197,Misamis Oriental
327,Waterworld Iloilo,attraction,122.5650024,10.7344999,Iloilo
328,La Edley,attraction,123.7320023,13.1546001,Albay
329,Mushroom rock,attraction,123.3730011,9.9951897,Cebu
330,Ilong-Ilong Beach,attraction,123.5019989,12.4752998,Masbate
331,Plaza Valdemoro,attraction,123.4970016,12.4714003,Masbate
332,San Isidro Piape,attraction,125.3789978,6.6532898,Davao del Sur
333,漂流_Swimming Spot,attraction,121.1709976,14.5558996,Rizal
334,Swimming Spot,attraction,121.1709976,14.5509996,Rizal
335,Looc Bay,attraction,121.9899979,12.2580996,Romblon
336,Aglicay Beach Resort,attraction,122.0459976,12.2224998,Romblon
337,Rakit-dakit Rock Formation,attraction,125.1790009,12.5605001,Northern Samar
338,Palihon Island,attraction,125.1279984,12.5784998,Northern Samar
339,Ilayang Ilog EcoTourism Zone,attraction,120.9189987,14.1676998,Cavite
340,Daminar's Riverside Resort,attraction,123.7959976,8.4739103,Misamis Occidental
341,Upper Malinao,attraction,125.2839966,6.65446,Davao del Sur
342,Balay Bato,attraction,122.9860001,10.7014999,Negros Occidental
343,Sibul Spring-Abucay,attraction,120.4960022,14.7198,Bataan
344,Pasig,attraction,125.3949966,6.78685,Davao del Sur
345,Antonia beach,attraction,123.3550034,11.5855999,Iloilo
346,Zipline,attraction,120.9189987,14.1677999,Cavite
347,Tinigban,attraction,123.2519989,12.5045004,Masbate
348,PREN Human Resource,attraction,120.586998,15.1374998,Pampanga
349,Ilagan Sanctuary,attraction,121.9700012,17.1758003,Isabela
350,Bawang Mini Dam,attraction,125.447998,11.6870003,Eastern Samar
351,Manlawan Bridge,attraction,124.560997,12.0684996,Samar
352,Ely Castillo's Fish Pond,attraction,125.4769974,11.6695995,Eastern Samar
353,Hamorawon Spring,attraction,125.4329987,11.6077995,Eastern Samar
354,kiosk,attraction,120.4749985,17.9265003,Ilocos Norte
355,LUNA PARK,attraction,120.4749985,17.9270992,Ilocos Norte
356,Espartero Ancestral House,attraction,122.8030014,9.3676796,Negros Oriental
357,lotto outlet,attraction,123.8509979,10.2635002,Cebu
358,Makahambus Adventure Park,attraction,124.5889969,8.3942699,Misamis Oriental
359,Anuplig Waterfalls,attraction,120.9089966,18.4351997,Ilocos Norte
360,Pau Waterfall,attraction,120.8850021,18.4752998,Ilocos Norte
361,bonito 2 resort,attraction,120.2659988,14.6730003,Bataan
362,Arenas Civic Center,attraction,120.413002,15.9198999,Pangasinan
363,Kayode's hut,attraction,125.6660004,7.57616,Davao del Norte
364,Beach View Resort,attraction,125.8410034,7.2786002,Compostela Valley
365,Quantum,attraction,120.697998,15.0529003,Pampanga
366,Villa Epifania,attraction,120.6169968,15.0007,Pampanga
367,Bay sa Has,attraction,124.7320023,10.4961004,Leyte
368,Uma ni TyJo Spy,attraction,122.5879974,10.5718002,Guimaras
369,Rose Farm,attraction,120.6070023,16.4696007,Benguet
370,Gazekubo,attraction,120.8349991,14.0720997,Batangas
371,Tuktok and its Charming Gazeboes,attraction,120.8359985,14.0719004,Batangas
372,dinning area,attraction,120.8349991,14.0724001,Batangas
373,Guadalupe Cave,attraction,123.8830032,10.3334999,Cebu
374,Butaka,attraction,121.8669968,17.1285,Isabela
375,Magpupungko Tidal Lagoons,attraction,126.1200027,9.8757296,Surigao del Norte
376,Balagbag Falls Registration,attraction,121.6240005,14.5451002,Quezon
377,TURO-TURO,attraction,122.8479996,10.4216995,Negros Occidental
378,Three Falls,attraction,121.4550018,14.5305996,Laguna
379,Carbon Fishing Spot,attraction,123.9000015,10.2901001,Cebu
380,Marcelo Fernan Bridge,attraction,123.9680023,10.3249998,Cebu
381,Golden Castle Resort,attraction,120.3249969,15.9659996,Pangasinan
382,Hinakpan Hills,attraction,123.1679993,10.1848001,Negros Oriental
383,Breezy Subdivision,attraction,121.0930023,14.6097002,Metro Manila
384,Tan awan cangcuay,attraction,123.3809967,9.4644699,Cebu
385,Lakawon Island,attraction,123.2020035,11.0416002,Negros Occidental
386,Paombong Welcome Arch,attraction,120.7959976,14.8430004,Bulacan
387,Hoyohoy Highland Stone Chapel Adventure Park,attraction,123.7009964,8.1547403,Misamis Occidental
388,Feria,attraction,120.8560028,15.3064003,Nueva Ecija
389,Novich Resort,attraction,120.8430023,15.3128996,Nueva Ecija
390,Mountain View Natures Park Entrance,attraction,123.8740005,10.3711996,Cebu
391,Lookleft Beach Resort,attraction,120.060997,14.9152002,Zambales
392,Caribbean Waterpark Resort,attraction,121.0709991,14.9653997,Bulacan
393,Magellan Shrine,attraction,125.5179977,9.0169897,Agusan del Norte
394,0624001,attraction,121.0660019,13.8170996,Batangas
395,Mamabel's Home Garden,attraction,122.9749985,10.6412001,Negros Occidental
396,Caliraya Resort Club Incorporated,attraction,121.5,14.3017998,Laguna
397,Tierra Montephine,attraction,120.8339996,14.1377001,Cavite
398,UV Training Site,attraction,124.0270004,10.3150997,Cebu
399,Delsan Lighthouse / Wreck Buoy,attraction,119.8119965,8.7388897,Palawan
400,Mooring Buoy PP,attraction,118.7220001,9.7505198,Palawan
401,Kook Bouy,attraction,119.8059998,8.8081102,Palawan
402,Malayan Wreck Buoy,attraction,119.8059998,8.8081999,Palawan
403,Delsan Lighthouse / Wreck,attraction,119.8150024,8.7369299,Palawan
404,Jessey Beasly Reef,attraction,120.0139999,8.9272404,Palawan
405,Gigalaman Waterfall,attraction,123.3249969,10.4671001,Negros Occidental
406,Funtastic Island Resort,attraction,123.9179993,11.1842003,Cebu
