FID,amenity,name,latitude,longitude
6879,restaurant,Dencio's,14.3987999,120.9049988
6880,restaurant,Haneen Diners Halal Food,8.2124395,124.2300034
6881,restaurant,Kafe Marco,9.8892097,123.5979996
6882,restaurant,SM Aura Foodcourt,14.5423002,121.0530014
6883,restaurant,Dayrit's,14.6301003,121.0339966
6884,restaurant,Alba,14.6296997,121.0339966
6885,restaurant,Kuya Rex Testaurant,14.1032000,120.9509964
6886,restaurant,First Colonial,14.1032000,120.9509964
6887,restaurant,Gubat,14.6471996,121.0709991
6888,restaurant,TGI Friday's,14.6377001,121.0360031
6889,restaurant,Amelito's - Pandayan Branch,14.7503996,120.9660034
6890,restaurant,Pizza Hut,14.6197996,121.0550003
6891,restaurant,Impetus,14.6198997,121.0550003
6892,restaurant,Kenny Rogers Roasters,14.6199999,121.0559998
6893,restaurant,Fresh Bar,14.6191998,121.0559998
6894,restaurant,Donburi Mix,14.3989000,120.9049988
6895,restaurant,Yellow Cab,14.6844997,120.9769974
6896,restaurant,Taione,14.6033001,121.0520020
6897,restaurant,Alicia's Garden,10.7873001,122.5390015
6898,restaurant,Dinawis Cafe and Restaurant,16.4470005,120.5770035
6899,restaurant,Kabsat Resto and Music Lounge,16.4407005,120.5940018
6900,restaurant,Rheatot's Eatery,16.4407005,120.5940018
6901,restaurant,Samgyopsalamat,14.5649996,120.9950027
6902,restaurant,Pizza Hut,14.2033997,121.1549988
6903,restaurant,Nanot's,14.2833004,121.4140015
6904,restaurant,Dok Adi,14.2835999,121.4160004
6905,restaurant,Bertie's,14.1926003,121.1660004
6906,restaurant,Pizza Hut,14.1929998,121.1660004
6907,restaurant,Kuya J's,14.1934004,121.1650009
6908,restaurant,Rapzy's Grill,14.1913004,121.1660004
6909,restaurant,Camp Dos Camotes,14.1926003,121.1660004
6910,restaurant,The Old Spaghetti House,14.2034998,121.1549988
6911,restaurant,Classic Savory,14.2035999,121.1549988
6912,restaurant,Pancake House,14.1724005,121.1780014
6913,restaurant,Sucking Heads,11.9687996,121.9199982
6914,restaurant,JT's Manukan Grille,11.9687004,121.9199982
6915,restaurant,Kubo Sizzlers,14.1094999,121.5609970
6916,restaurant,Chef Manny's,14.1096001,121.5609970
6917,restaurant,Tori Ichi,14.4164000,121.0419998
6918,restaurant,Nana & Co.,14.4244003,121.0270004
6919,restaurant,L'Epicerie Gourmande,14.4235001,121.0270004
6920,restaurant,Miyazaki,14.4236002,121.0270004
6921,restaurant,Parmigiano,14.4237003,121.0270004
6922,restaurant,Kalye Luna,14.6704998,120.9459991
6923,restaurant,Halal Culiat,14.6655998,121.0589981
6924,restaurant,Sisig Mo To,14.4644003,121.3259964
6925,restaurant,The Old Spaghetti House,14.5360003,120.9820023
6926,restaurant,Oki Oki,14.5360003,120.9820023
6927,restaurant,Kimono Ken,14.5360003,120.9820023
6928,restaurant,Graceland,13.6212997,123.1900024
6929,restaurant,Giligans,13.6211996,123.1900024
6930,restaurant,Classic Savory,13.6211004,123.1900024
6931,restaurant,Uling Roasters,11.6066999,125.4329987
6932,restaurant,Yes Pho,16.4060001,120.6019974
6933,restaurant,Legends,9.1314898,123.5289993
6934,restaurant,Sigsaga Buffet,14.4422998,120.9919968
6935,restaurant,Roch Cuisine,9.1655502,123.4850006
6936,restaurant,Udi Pata ni Lita,10.7377996,122.5619965
6937,restaurant,Pizzaro,10.7191000,122.5609970
6938,restaurant,Del's Eatert & Batchoy,9.8808603,123.6050034
6939,restaurant,Arroz Ecija,14.6007996,121.0510025
6940,restaurant,Santino's (MF),11.9926004,120.2119980
6941,restaurant,Alice Eatery and store,9.4637098,123.3789978
6942,restaurant,Big Ben,14.4355001,120.9280014
6943,restaurant,Jugador * Sutukil,9.4635601,123.3789978
6944,restaurant,Dalahikan grill masters,9.1644297,123.4860001
6945,restaurant,Aloha's Grill,9.1643400,123.4860001
6946,restaurant,JLD grill,9.4633198,123.3789978
6947,restaurant,Cup A,16.4127007,120.5960007
6948,restaurant,Xianghe,16.4144001,120.5970001
6949,restaurant,Road Trip,16.4143009,120.5970001
6950,restaurant,Mang Tony's Lechon Hauz,14.6258001,120.9909973
6951,restaurant,Krispy Kartel Brothers,14.2075996,121.0240021
6952,restaurant,Shakey's,15.7901001,120.9869995
6953,restaurant,tres marias,14.8292999,121.0029984
6954,restaurant,Cafe Dominique,14.6443996,121.0309982
6955,restaurant,Patties Grill & Seafood Restaurant,6.4967299,124.8479996
6956,restaurant,Choobi Choobi,14.6445999,121.1200027
6957,restaurant,Forget Me Not,14.6440001,121.1210022
6958,restaurant,M&M Bulaluhan sa Tagaytay 4506NG,14.0902996,120.9110031
6959,restaurant,Huncho's,14.6444998,121.1210022
6960,restaurant,Port Avenue,9.4656897,123.2990036
6961,restaurant,Eatery,9.6596203,123.3239975
6962,restaurant,Silveray seafood grill,9.9491100,123.3659973
6963,restaurant,Dulot,9.7281199,123.3399963
6964,restaurant,Lindy's Eatery,9.9501495,123.3669968
6965,restaurant,JOY'S PLACE RESTAURANT,17.0182991,121.8499985
6966,restaurant,7810 Resto,12.0675001,124.5979996
6967,restaurant,Mila's eatery (cheap),9.9504900,123.3679962
6968,restaurant,donie's foodhaus,9.2997398,123.3050003
6969,restaurant,Tita Neng's Grillery,7.6025100,125.9619980
6970,restaurant,Sylvestre's Cafe,16.6809006,121.5390015
6971,restaurant,Pocholo's,15.4761000,120.9520035
6972,restaurant,Acacia Steakhouse,10.3233995,123.8919983
6973,restaurant,Tita's Cafe,8.9489098,125.5419998
6974,restaurant,Rob's Kitchenette,9.5722504,125.7330017
6975,restaurant,STK By The Way,9.5717402,125.7320023
6976,restaurant,Sixto Restobar,9.5706501,125.7360001
6977,restaurant,Delicere,14.6232996,121.1009979
6978,restaurant,Pizza Hut,14.6224003,121.0540009
6979,restaurant,Gonzales Lomi House,14.0591002,121.2320023
6980,restaurant,Makan,9.9503002,123.3659973
6981,restaurant,Hascienda di palmeras Rastaurant,6.9355001,122.0709991
6982,restaurant,Hugot Bistro,11.1101999,125.0179977
6983,restaurant,BARRIO ZAMBALES - kainan sa kubo ni kaka - andoy henry.  4506NG,15.7630997,119.9100037
6984,restaurant,SANVISTA RESTOBAR,15.0075998,120.0820007
6985,restaurant,Erin's Place,14.0965004,121.1630020
6986,restaurant,Kuya J,14.1105003,121.1449966
6987,restaurant,Noodle King Eatery,16.4232998,120.5849991
6988,restaurant,KFC,16.6923008,121.5550003
6989,restaurant,Brewed For You Coffee House and Resto,14.0149002,120.8679962
6990,restaurant,too nice to slice TNTS,9.6299295,123.8730011
6991,restaurant,Fud Ko Toh,14.1765003,121.2419968
6992,restaurant,FOTD Resto Cafe,16.4129009,120.5830002
6993,restaurant,Country Fried Chicken,9.5723104,125.7330017
6994,restaurant,Banig Restaurant,6.6777201,122.0630035
6995,restaurant,Green Kitchen,15.0482998,120.6669998
6996,restaurant,XM Corner Café,10.9344997,122.5820007
6997,restaurant,the Brawl,10.3058996,123.9020004
6998,restaurant,Bonchon Chicken,14.1106997,121.1460037
6999,restaurant,Brand X Burgers,14.1106997,121.1460037
7000,restaurant,Tagami,14.1107998,121.1460037
7001,restaurant,Tadzmaki Sushi,9.7514801,118.7509995
7002,restaurant,Galbizip,14.5719004,120.9840012
7003,restaurant,Hinalang Ta,6.1245499,125.1930008
7004,restaurant,Jairus pizza and pasta,9.7373104,118.7369995
7005,restaurant,Ej's Restobar,7.0900402,125.5049973
7006,restaurant,Rapha Valley,10.5698004,123.2279968
7007,restaurant,Mushu,10.7000999,122.9619980
7008,restaurant,Tacio's,14.6223001,121.0569992
7009,restaurant,Korean King,14.6225004,121.0569992
7010,restaurant,Batusai Seafood Restaurant,7.0495901,125.5400009
7011,restaurant,Batusai Seafood Buffet,7.0490999,125.5390015
7012,restaurant,Senõr Kimchi,10.3181000,123.8960037
7013,restaurant,Bellessisima Café,9.3367395,125.9749985
7014,restaurant,Dear Manok,8.4859896,124.6510010
7015,restaurant,Mang Inasal,8.4862700,124.6500015
7016,restaurant,Roy's Bistro,8.4861498,124.6500015
7017,restaurant,Greenwich,8.4860497,124.6510010
7018,restaurant,90's Fusion Restobar,15.8964005,120.6279984
7019,restaurant,shangrila eatery,16.4123001,120.5790024
7020,restaurant,Sagul Bistro,6.7487102,125.3590012
7021,restaurant,Sweet Corn Stalls,8.3780899,124.9349976
7022,restaurant,Sagul Bistro,7.0050602,125.0849991
7023,restaurant,SHOBE Shabu-Shabu and Oriental Cuisine,14.6184998,120.9649963
7024,restaurant,Buzz Express (mf),11.9989004,120.2050018
7025,restaurant,Jellys Grill,11.9989004,120.2040024
7026,restaurant,Lobster King (mf),12.0066996,120.1999969
7027,restaurant,Jimmy and Tang’s Restaurant,13.6344995,123.1890030
7028,restaurant,Edsyl Canteen and Refreshment,16.4122009,120.5899963
7029,restaurant,Rustic Box Steak and Wine House,16.4109001,120.5910034
7030,restaurant,Palmeras Restaurant,6.9354200,122.0709991
7031,restaurant,Mike's Pizza & More,10.7792997,122.3880005
7032,restaurant,Patio Isabel Native Restaurant,10.3365002,123.9120026
7033,restaurant,Kampana Comedor,14.0615997,121.2699966
7034,restaurant,La Capre Food ( Horse & Crocodile),14.6375999,121.0279999
7035,restaurant,Laura's Garden Tropical Resturaunt (mf),12.0318003,119.9990005
7036,restaurant,unang kainan pauwi,17.0186005,121.8499985
7037,restaurant,Don Day Korean Buffet,14.6373997,121.0279999
7038,restaurant,Plato D' boracay,11.9621000,121.9260025
7039,restaurant,Mojitos Restobar,10.4073000,119.1829987
7040,restaurant,Oasis Resort & Restaurant,9.3700399,125.9410019
7041,restaurant,Tres,10.6831999,122.9560013
7042,restaurant,Los Caracoles,10.1974001,118.8919983
7043,restaurant,KOA,10.3116999,123.9000015
7044,restaurant,Aventino's Pizza Pasta,9.7833996,126.1569977
7045,restaurant,Pancake House,8.4826097,124.6559982
7046,restaurant,Blumentritt Street Foods,8.4856501,124.6470032
7047,restaurant,Lopez Canteen,14.6073999,120.9879990
7048,restaurant,Lerma's,15.0360003,120.6740036
7049,restaurant,Ikabud,15.1580000,120.5820007
7050,restaurant,Kina Pards,11.1632996,119.3980026
7051,restaurant,Maki Haus,14.6337996,121.0009995
7052,restaurant,Greyson's Dimsum,14.6005001,121.0289993
7053,restaurant,Yakimix,8.4832201,124.6510010
7054,restaurant,Big Boys Grill,7.9192700,125.0920029
7055,restaurant,Sutokil Seafood & Souvenir Shops,10.3112001,124.0149994
7056,restaurant,Roadhouse,7.9554100,125.1100006
7057,restaurant,Massimo pizzeria ristorante,9.6454201,123.8570023
7058,restaurant,Black forest hut,9.6359596,123.8619995
7059,restaurant,Nang Nory Kitchenette,10.4917002,124.0289993
7060,restaurant,Lelanies Eatery,10.4917002,124.0289993
7061,restaurant,Emma Carenderia,10.4918003,124.0289993
7062,restaurant,Akei's Eatery,10.4918003,124.0289993
7063,restaurant,Sally's Eatery,10.4919004,124.0289993
7064,restaurant,Eddies Park,10.5143003,124.0279999
7065,restaurant,The Galley,10.6886997,122.4670029
7066,restaurant,Sparks Restaurant,10.6887999,122.4660034
7067,restaurant,ramekin bistro,14.5472002,121.0459976
7068,restaurant,Siomai sa Tisa,10.3015003,123.8710022
7069,restaurant,Kuya Jeff‘s Siomayan,10.3016005,123.8710022
7070,restaurant,Dungawan,10.3073997,123.8610001
7071,restaurant,Kass Place,7.3331399,126.5650024
7072,restaurant,ZRL Store,14.5820999,121.0250015
7073,restaurant,Toppokiman,10.3509998,123.9130020
7074,restaurant,Clang-Clang Snack Inn & Food Hauz,10.1503000,124.3270035
7075,restaurant,Mano Mano,6.9000902,122.0810013
7076,restaurant,Daily Chow,6.8328199,126.0879974
7077,restaurant,Caldohan sa Guibuangan,10.8282003,122.3690033
7078,restaurant,Lola Rita's,10.7785997,122.3880005
7079,restaurant,AA,8.4808502,124.6470032
7080,restaurant,Al Fresco,9.6448698,123.8539963
7081,restaurant,Rufo's Famous Tapa,14.3142996,121.0970001
7082,restaurant,Native Chicken,7.6730199,124.9960022
7083,restaurant,Charcoal,6.7480698,125.3639984
7084,restaurant,Smokehouse,6.7383499,125.3639984
7085,restaurant,Tamper,9.6382799,123.8600006
7086,restaurant,Shakey's,14.4236002,121.0370026
7087,restaurant,Baron's Restaurant,8.9442797,125.5289993
7088,restaurant,Maya mexican restaurant,10.3280001,123.9100037
7089,restaurant,Arubayan ni Ysabelle,16.6366005,120.3349991
7090,restaurant,La Salangane,11.1801996,119.3880005
7091,restaurant,Crazy Katsu,14.5667000,120.9929962
7092,restaurant,Ichiro,14.5667000,120.9929962
7093,restaurant,Ersao,14.5667000,120.9929962
7094,restaurant,Steak Shack,14.5665998,120.9929962
7095,restaurant,Food Attack,14.5660000,120.9929962
7096,restaurant,Orange & Spices,14.5660000,120.9929962
7097,restaurant,La casitas,14.5670004,120.9919968
7098,restaurant,T'yoy Inasal,10.7874002,122.3899994
7099,restaurant,Nooodle,10.3511000,123.9130020
7100,restaurant,Last Course,10.3491001,123.9130020
7101,restaurant,Lolo Pinoy Grill,10.3488998,123.9130020
7102,restaurant,Great Taste Lomi,13.8250999,121.1470032
7103,restaurant,Master Goto Food Selection,14.3427000,121.0579987
7104,restaurant,Lyn's Eatery,12.3996000,121.9820023
7105,restaurant,Tapsilog,12.3996000,121.9820023
7106,restaurant,Lyn's Restaurant,12.4006004,121.9820023
7107,restaurant,RME Batangas,14.5665998,121.0049973
7108,restaurant,Nanay Alice Talabahan,10.6913004,122.4690018
7109,restaurant,Rau-Ram Cafe,10.7040997,122.9729996
7110,restaurant,Bikings,10.6611996,122.9759979
7111,restaurant,Nit's Batchoy,10.7813997,122.3889999
7112,restaurant,Katrina's Spicy Chicken Wings,10.7072001,122.5650024
7113,restaurant,E.Five Gabutan Resto,18.6103001,121.0839996
7114,restaurant,Nanay Aida's Chicken Inasal,10.3481998,123.9130020
7115,restaurant,Lechon Haus,10.6976995,122.5680008
7116,restaurant,Bastie's Coffee,8.9474697,125.4800034
7117,restaurant,Neng's TUNA,7.4464002,125.8050003
7118,restaurant,Chives,16.4129009,120.5970001
7119,restaurant,4J Restaurant,8.3680601,124.8610001
7120,restaurant,SABELs Kambingan,7.3734198,125.7350006
7121,restaurant,Kagura,10.3425999,123.9160004
7122,restaurant,Mama Kim Cafè,10.3518000,123.9140015
7123,restaurant,KingManok,16.4451008,120.5820007
7124,restaurant,Island Seafood,8.9436197,125.5250015
7125,restaurant,Bornks pata,6.6759701,124.6760025
7126,restaurant,Queens Buffet Restaurant,15.1478996,120.5599976
7127,restaurant,Epic,11.9615002,121.9250031
7128,restaurant,Mang Inasal,14.2771997,121.1240005
7129,restaurant,Atoy's Porkchop,14.3211002,121.0970001
7130,restaurant,Tasty Dumplings,14.6036997,120.9759979
7131,restaurant,Carpaccio Ristorante,14.5606003,121.0090027
7132,restaurant,Jeffa's Resto Inn,10.9756002,124.8929977
7133,restaurant,Hao Mi Chinese Restaurant,14.5080004,120.9940033
7134,restaurant,Casa Dos,10.3271999,123.9000015
7135,restaurant,Raffy's Bisto,11.5829000,122.7519989
7136,restaurant,Warung,9.7959299,126.1600037
7137,restaurant,Lusapon Beach and Restaurant,9.6210098,123.4779968
7138,restaurant,Angel Wish,11.1803999,119.3889999
7139,restaurant,Keepsake,7.0718598,125.6050034
7140,restaurant,Batchoy Ni Dodoy,10.8278999,122.3659973
7141,restaurant,Inggo's Batchoy,10.8101997,122.3880005
7142,restaurant,Ramen House,18.1926003,120.6060028
7143,restaurant,Meal Lab,16.4080009,120.5940018
7144,restaurant,TOM'S Cafe and Restaurant,16.8034992,120.8209991
7145,restaurant,House of Tapsi,15.3872995,121.3939972
7146,restaurant,Schnitzelhaus,9.7511902,123.5189972
7147,restaurant,Jelay's Restaurant,14.3985004,120.9700012
7148,restaurant,The Good Food,15.7629995,121.5670013
7149,restaurant,The Port Tabern,15.7631998,121.5670013
7150,restaurant,Greenbucks,15.7582998,121.5640030
7151,restaurant,Lydia's Lechon,14.6334000,121.0410004
7152,restaurant,Sari-sari Bread Store and Restaurant,10.6936998,122.5699997
7153,restaurant,Asilo de San Vicente de Paul Canteen,14.5845003,120.9899979
7154,restaurant,Pope Pius XII Canteen,14.5846996,120.9909973
7155,restaurant,Kusina ni Lota,15.7584000,121.5609970
7156,restaurant,Barrel House,15.7510004,121.5550003
7157,restaurant,Costa Mariska,10.7971001,122.6689987
7158,restaurant,Foods Pa!,15.7578001,121.5550003
7159,restaurant,Shirley's Resto,15.7566996,121.5490036
7160,restaurant,Mr. Wok Food House 24/7,10.1331997,124.8420029
7161,restaurant,Street Side,10.6920996,122.5680008
7162,restaurant,Aunt Pauline's Cousine,10.7723999,122.3899994
7163,restaurant,Marilyn Eatery,13.7607002,120.9280014
7164,restaurant,Seven's Grill,15.7582998,121.5559998
7165,restaurant,Fermina's Snack Haus,15.7581997,121.5569992
7166,restaurant,S.O.S,11.1807003,119.3899994
7167,restaurant,Kucina de Dinadiawan,16.0774994,121.7639999
7168,restaurant,Coco Leaves Eatery,16.0772991,121.7639999
7169,restaurant,Lily's restaurant,16.0772991,121.7659988
7170,restaurant,Fely's,16.0772991,121.7669983
7171,restaurant,KC's Roasted Chicken & Liempo,16.0774994,121.7669983
7172,restaurant,Kusina de Belen,16.0776005,121.7809982
7173,restaurant,Mang Inasal,14.2934999,121.1029968
7174,restaurant,Allegro's Kitchen,14.2385998,121.0569992
7175,restaurant,Grillers Oysters,10.7444000,121.9420013
7176,restaurant,Juano's,13.7784004,121.0479965
7177,restaurant,The Patio,12.0355997,125.4820023
7178,restaurant,Pattis grill,6.4966102,124.8479996
7179,restaurant,Fred Anns Catering,6.5040598,124.8389969
7180,restaurant,Thelma's,15.7593002,121.5609970
7181,restaurant,Ram's Tapsilog,15.7596998,121.5609970
7182,restaurant,Canteen,11.5754995,122.7519989
7183,restaurant,Beans & Brewed Cafe,14.3066998,121.1100006
7184,restaurant,Sylvia's,14.5698996,120.9860001
7185,restaurant,KP2,14.5705996,120.9869995
7186,restaurant,Palmeras Bistro,14.6715002,120.9540024
7187,restaurant,Cabalen,14.3121004,121.0989990
7188,restaurant,Giligan's,14.3118000,121.0999985
7189,restaurant,Monkey Business,9.1728601,123.4759979
7190,restaurant,Marimar Gotohan,13.8002005,121.4049988
7191,restaurant,Golden Chicken House,14.6070995,121.0260010
7192,restaurant,Takashi,14.5614996,121.0210037
7193,restaurant,Evio Front Beach Cottages and Restaurant. rude staff. terrible experience,10.4321003,119.1869965
7194,restaurant,Ng Wanam Food House,13.7574997,121.0550003
7195,restaurant,Tip-top,13.7539997,121.0579987
7196,restaurant,Beach Bum L.U.,16.6590996,120.3219986
7197,restaurant,Canteen,20.4473991,121.9690018
7198,restaurant,PRIVADO STORE Canteen in the sari-sari,11.9997997,120.2089996
7199,restaurant,Mang Inasal,14.7563000,121.0599976
7200,restaurant,CubaKano,15.1771002,120.5270004
7201,restaurant,Overtones Ito Sushi Bar & Japanese Restaurant,16.4058990,120.6019974
7202,restaurant,Inihaw Republic,16.4057007,120.6019974
7203,restaurant,Sarap Ala-e,13.8758001,121.0989990
7204,restaurant,Spoon & Fork Kichenette,16.5310993,120.3929977
7205,restaurant,YTK Restaurant,16.5310993,120.3919983
7206,restaurant,Elmer's Kubo Bulalo & Ihawan,14.9031000,120.8919983
7207,restaurant,Mang Inasal,10.6872997,122.5169983
7208,restaurant,PABULIKADI,10.6926003,122.5550003
7209,restaurant,Heuying restaurant Seaside,14.5454998,120.9869995
7210,restaurant,Bistro by Hill Station,16.3981991,120.6080017
7211,restaurant,lki drum yakiniku restaurant,10.3091002,123.9140015
7212,restaurant,Monkey business,9.1728497,123.4759979
7213,restaurant,Alftedo's Island Cafe,16.8528004,120.3779984
7214,restaurant,Pepito's,16.8530006,120.3779984
7215,restaurant,Fusion Resto,16.8526993,120.3779984
7216,restaurant,Luna Foodcourt,16.8539009,120.3750000
7217,restaurant,South Beach Grill,9.2253704,123.2890015
7218,restaurant,tavolata,10.3415003,123.9199982
7219,restaurant,Cafe Adriana by Hill Station,16.4130001,120.6250000
7220,restaurant,HeleNat Seafood Resto,10.7136002,122.5550003
7221,restaurant,Aling Petty,16.9661007,121.8280029
7222,restaurant,Sackiaten Food Hauz,16.7257996,120.3949966
7223,restaurant,Matutinas,16.0112991,120.5780029
7224,restaurant,Sans Rival,9.2978802,123.3040009
7225,restaurant,Pinares,16.4134998,120.5920029
7226,restaurant,Yellow Cab,16.4134007,120.5920029
7227,restaurant,Wildflour,14.5557003,121.0179977
7228,restaurant,Nikkei,14.5558004,121.0179977
7229,restaurant,Sarsá,14.5558996,121.0179977
7230,restaurant,Village pizza,9.6378603,124.0309982
7231,restaurant,Badak Resto,16.3878994,119.8919983
7232,restaurant,Pang Panga restaurent,10.3378000,123.9300003
7233,restaurant,Taiwan Sha-bu Sha-bu,10.3383999,123.9290009
7234,restaurant,Flavorite,6.9106498,122.0770035
7235,restaurant,Sushi Yum,14.6021996,120.9759979
7236,restaurant,Shakey's,14.6085997,120.9789963
7237,restaurant,Gerte & Babes Ati-atihan Restaurant,7.9177399,125.0910034
7238,restaurant,Noah J's Pizzeria,17.5965004,120.6169968
7239,restaurant,Kuya J,14.4289999,120.8939972
7240,restaurant,Donenoo,15.1596003,120.5559998
7241,restaurant,Mary’s Refreshment,11.7103996,122.3649979
7242,restaurant,delice recipe,10.3778000,123.8730011
7243,restaurant,Pension Ivatan Annex,20.4500999,121.9720001
7244,restaurant,Clarin-Dayrit Noodle and Dimsum House,13.7561998,121.0589981
7245,restaurant,Fajardo Eatery,13.7539997,121.0660019
7246,restaurant,Grilled Hitoan,6.6910200,124.6849976
7247,restaurant,Kainan,11.5614996,122.7470016
7248,restaurant,Rene Lugawan,14.6667995,120.9820023
7249,restaurant,Nena's Eatery and Ihaw Ihaw,16.5139999,121.1790009
7250,restaurant,168 Cuisinera by Vangie,14.4042997,120.9049988
7251,restaurant,Andok's,11.5778999,122.7529984
7252,restaurant,Karen's Deria,11.5799999,122.7549973
7253,restaurant,Mr. Roboto,14.4246998,121.0289993
7254,restaurant,Daisuki,13.7672997,121.0650024
7255,restaurant,Tita Luz Restaurant,13.7904997,121.0699997
7256,restaurant,Brand X Burgers,13.7918997,121.0699997
7257,restaurant,Reeses Grill and Seafoods,11.6068001,122.7330017
7258,restaurant,Samgyupsalamat,14.5676003,121.0120010
7259,restaurant,Go To Rose,16.5575008,121.7020035
7260,restaurant,Romulo Café,14.4272003,121.0279999
7261,restaurant,Haraya,14.1700001,121.2419968
7262,restaurant,Juliet’s Lechon,14.6110001,120.9990005
7263,restaurant,Amigo's Merienda Corner,9.3346596,125.9769974
7264,restaurant,B and G's Panciteria and Restaurant,17.4699001,121.4690018
7265,restaurant,Onasal Panciteria and Restaurant,17.4722996,121.4690018
7266,restaurant,Hap Chan,14.7061996,121.0729980
7267,restaurant,Toni's Grill,14.7061005,121.0729980
7268,restaurant,Kumpares Valley 1,14.4670000,121.0199966
7269,restaurant,PhilRice Cafeteria,15.6688995,120.8899994
7270,restaurant,Barrio Kusina,9.7498302,123.5169983
7271,restaurant,Teresita Restaurant,14.5827999,121.1190033
7272,restaurant,Kainato,9.7393398,118.7529984
7273,restaurant,The Food Nook,14.6477003,121.0619965
7274,restaurant,Khaleb Restaurant,14.6592999,121.0699997
7275,restaurant,Palayok Republik,9.3349104,125.9749985
7276,restaurant,BigBen Steaks and Grills,6.1194801,125.1800003
7277,restaurant,Arpochi Seafood Resto,6.1195202,125.1800003
7278,restaurant,C Bistro Bar & Restaurant,6.1195798,125.1800003
7279,restaurant,Toryano’s Chicken Haus,7.1963201,125.6470032
7280,restaurant,Salt 'n pepper,9.3266497,123.3069992
7281,restaurant,World Palace,7.0549402,125.5979996
7282,restaurant,Grind & Co.,14.6307001,121.0319977
7283,restaurant,Yoske Restaurant,10.4139996,119.1790009
7284,restaurant,Chicken Deli,10.7629004,122.5780029
7285,restaurant,Duyan,16.4106998,120.5999985
7286,restaurant,Kuya J,14.2363997,121.0569992
7287,restaurant,Mary Grace,14.6026001,121.0479965
7288,restaurant,Pizarella,8.2285995,124.2399979
7289,restaurant,Pop rock,8.2276697,124.2399979
7290,restaurant,Coning's resto bar,9.7398300,118.7490005
7291,restaurant,Farm's Food House,12.5770998,122.2689972
7292,restaurant,WTF!!? Wow Tasty Food,12.5770998,122.2699966
7293,restaurant,Cantin,9.4748402,118.2070007
7294,restaurant,Luto ni Boy Mangkok,14.9516001,120.5960007
7295,restaurant,Oh Bang Ramen,14.1427002,122.9810028
7296,restaurant,Sakura Gi,14.1182003,122.9469986
7297,restaurant,Pilya Basta Cuisine,9.5506401,123.7730026
7298,restaurant,Cantin,9.5918999,118.3359985
7299,restaurant,Bob Marlin,13.6271000,123.1999969
7300,restaurant,Alfonso,13.6272001,123.1999969
7301,restaurant,Travel cafe,13.6268997,123.2009964
7302,restaurant,Tongara Ramen,10.3177996,123.8960037
7303,restaurant,Captain A’s Seafood Grill,10.3146000,123.8899994
7304,restaurant,STK ta bai! at Paoliti’s Seafood House,10.3133001,123.8899994
7305,restaurant,Vikings SM City Cebu Restaurant,10.3120003,123.9189987
7306,restaurant,Isla Sugbu Seafood City,10.3224001,123.9049988
7307,restaurant,Garden Cafe,10.3178997,123.9069977
7308,restaurant,Feria,10.3098001,123.9189987
7309,restaurant,Maxs,13.1388998,123.7330017
7310,restaurant,Bella vita,11.1655998,119.3970032
7311,restaurant,Scape Skydeck,10.3233995,123.9729996
7312,restaurant,CookPub Korean Bistro,10.3261995,123.9759979
7313,restaurant,Big J’s,9.4616404,123.3779984
7314,restaurant,Chez tonton,9.4637699,123.3799973
7315,restaurant,Cocina En Acandilado,9.4653597,123.3809967
7316,restaurant,Sunrise Grill Haus,9.4644699,123.3809967
7317,restaurant,Friolo’s Eatery,9.4641895,123.3799973
7318,restaurant,Melberto's Batchoy & Inasal,11.0431004,122.8489990
7319,restaurant,Big Bad Thai,11.1812000,119.3909988
7320,restaurant,Pastamania!,14.4322996,121.0110016
7321,restaurant,Burger and Fries Forever,15.3334999,120.5899963
7322,restaurant,Dos Quadros Pizzeria,11.1620998,119.3990021
7323,restaurant,Jerry's Restaurant,13.7512999,121.0530014
7324,restaurant,Dob's Buko Batchoy,13.1623001,123.7509995
7325,restaurant,Bokneng's Food House,14.4053001,120.9270020
7326,restaurant,Bull Ka Chong,7.0121598,125.0920029
7327,restaurant,VES Food Restaurant,15.3429003,120.5950012
7328,restaurant,Bonuan Restaurant,16.4092999,120.6110001
7329,restaurant,Pio's Grill,11.7100000,122.3679962
7330,restaurant,Lorraine's Tapsi,11.7096004,122.3679962
7331,restaurant,JM's Place,14.5051003,121.2289963
7332,restaurant,Hot Bowl,18.6079998,121.0849991
7333,restaurant,LONDON RESORT,5.9902802,125.1190033
7334,restaurant,101 hawker food house,14.5600004,121.0139999
7335,restaurant,Classic Savory,14.2677002,121.0780029
7336,restaurant,Casa Verde,10.3190002,123.9049988
7337,restaurant,Pen Pen,6.8623199,124.4440002
7338,restaurant,Food Court (BBQ),9.6486797,123.8499985
7339,restaurant,RML Manokan Haus,11.5827999,122.7509995
7340,restaurant,Pizza Junction,11.5830002,122.7509995
7341,restaurant,SIGAY,6.9359298,122.0709991
7342,restaurant,CAPIZ,6.9356799,122.0709991
7343,restaurant,EUREKA,6.9354601,122.0709991
7344,restaurant,Brewery Gastro Pub,10.6976004,122.9619980
7345,restaurant,Quedan,10.6976004,122.9619980
7346,restaurant,Amanda Food Stop,7.7683702,125.0070038
7347,restaurant,Four Seasons Buffet and Hot Pot,14.6225004,121.0550003
7348,restaurant,Sagada Bistro,17.0804996,120.9000015
7349,restaurant,La GUINGUETTE,10.3237000,119.3460007
7350,restaurant,BonChon Chicken,14.1602001,121.1380005
7351,restaurant,BBQ Bob,14.4118004,121.0469971
